,num_iters,algorithms,wall-clock time,fval,repID
0,79,vandessel,52.00241994857788,0.6974926431181885,0
1,27,am,11.387010097503662,0.8742010352803131,0
2,200,boyd,70.58500695228577,0.6637512432402026,0
3,66,vandessel,43.46475434303284,0.6392239677798557,1
4,37,am,14.4495267868042,0.7159326432411426,1
5,200,boyd,79.17354273796082,0.7201926647560182,1
6,33,vandessel,21.814613103866577,0.789316822291859,2
7,18,am,6.35017991065979,0.8246534948165127,2
8,200,boyd,72.00319480895996,0.724755567113263,2
9,46,vandessel,30.8026602268219,0.7377424803352177,3
10,25,am,9.182573080062866,0.780195137922604,3
11,200,boyd,72.77771210670471,0.6545983215078373,3
12,25,vandessel,19.71266198158264,0.6721746504706196,4
13,48,am,17.91695523262024,0.647441834995309,4
14,130,boyd,52.71373200416565,0.6501929401002187,4
15,30,vandessel,24.502068996429443,0.7654737503629434,5
16,41,am,18.588151931762695,0.7676647795225904,5
17,142,boyd,54.287264823913574,0.7279920233508079,5
18,106,vandessel,69.7319028377533,0.7204570944315805,6
19,27,am,10.184226036071777,0.9114193358104785,6
20,109,boyd,38.460296392440796,0.8272481458510441,6
21,41,vandessel,28.74044370651245,0.7844885300824593,7
22,29,am,11.195247888565063,0.7967188521597386,7
23,200,boyd,76.29268598556519,0.6440216335012074,7
24,50,vandessel,36.01489210128784,0.6817456285912193,8
25,55,am,22.325235843658447,0.6917408873434465,8
26,200,boyd,73.40480899810791,0.6977477145657858,8
27,29,vandessel,22.446864128112793,0.6986625162917335,9
28,31,am,12.717934131622314,0.7174314545898142,9
29,186,boyd,67.9699559211731,0.7104275994767804,9
30,29,vandessel,20.37146806716919,0.8223383477239778,10
31,31,am,10.999228954315186,0.8157696492789626,10
32,139,boyd,49.9316349029541,0.7352450081805468,10
33,78,vandessel,48.17442274093628,0.6701327639596535,11
34,53,am,18.433844089508057,0.7499696599778147,11
35,161,boyd,56.91348195075989,0.6118300282439169,11
36,44,vandessel,29.10322904586792,0.6282591980514685,12
37,27,am,9.468430995941162,0.7559773170567397,12
38,136,boyd,50.583455085754395,0.6990428666925901,12
39,70,vandessel,43.75106692314148,0.5973425128361072,13
40,43,am,15.882166862487793,0.662166371821673,13
41,200,boyd,73.44829893112183,0.6439061468252589,13
42,47,vandessel,30.971603870391846,0.6479346113065958,14
43,26,am,9.305346012115479,0.707416335354754,14
44,178,boyd,63.684651136398315,0.6736814884828526,14
45,51,vandessel,34.34439277648926,0.6217698055893202,15
46,33,am,12.715037822723389,0.6326892420485919,15
47,200,boyd,84.00005197525024,0.5946295620467623,15
48,100,vandessel,64.87915515899658,0.6191012750908627,16
49,81,am,32.65532684326172,0.636750557917928,16
50,179,boyd,63.52750492095947,0.6272226958893174,16
51,75,vandessel,47.713196992874146,0.6381695656582558,17
52,134,am,51.83720397949219,0.5832088097348418,17
53,149,boyd,54.88668894767761,0.7449996804950487,17
54,36,vandessel,24.195239782333374,0.6628706971568477,18
55,27,am,9.772048234939575,0.6690149123072899,18
56,119,boyd,43.69294571876526,0.7223691716896603,18
57,45,vandessel,29.523190021514893,0.6902736257462436,19
58,55,am,20.44877815246582,0.7022675150014877,19
59,181,boyd,67.85358214378357,0.7202511035783274,19
60,68,vandessel,43.227625131607056,0.6149574553797237,20
61,90,am,32.80528736114502,0.6086028294637416,20
62,114,boyd,42.63857078552246,0.7000832588686912,20
63,59,vandessel,37.41554498672485,0.729671773944176,21
64,52,am,20.817620992660522,0.6795726893772098,21
65,167,boyd,58.923750162124634,0.7174576909719335,21
66,40,vandessel,29.334320068359375,0.6993678973808244,22
67,91,am,33.940340995788574,0.6591049045556474,22
68,200,boyd,83.34662508964539,0.6104498997019725,22
69,26,vandessel,22.316524028778076,0.7406750365236618,23
70,19,am,8.594527959823608,0.7481646873396741,23
71,166,boyd,77.07356095314026,0.685754229955549,23
72,32,vandessel,29.621834993362427,0.642576378496436,24
73,22,am,11.364523887634277,0.7061916851373304,24
74,193,boyd,84.51283597946167,0.604743101795922,24
75,53,vandessel,40.729095220565796,0.6789227593285361,25
76,30,am,11.578418016433716,0.746721954113319,25
77,200,boyd,85.1224730014801,0.5930065202128164,25
78,45,vandessel,35.12395095825195,0.7123754854664028,26
79,76,am,34.380125999450684,0.6216944493168803,26
80,200,boyd,107.24174404144287,0.6635896728171531,26
81,48,vandessel,42.06295704841614,0.7679637705864106,27
82,47,am,22.7019100189209,0.6831798146480317,27
83,161,boyd,82.83029818534851,0.6970679302444633,27
84,64,vandessel,58.793904066085815,0.7408771790538502,28
85,37,am,19.840503215789795,0.9320006306967628,28
86,196,boyd,86.7353789806366,0.7558920542450576,28
87,39,vandessel,33.95875525474548,0.6682077777022997,29
88,55,am,25.550138235092163,0.6123930613688486,29
89,126,boyd,56.39394283294678,0.7389196908440177,29
90,47,vandessel,36.14795994758606,0.6301177294589344,30
91,43,am,20.71578812599182,0.630040066352521,30
92,200,boyd,100.26424813270569,0.6449443802890009,30
93,33,vandessel,33.33524131774902,0.6792113403003457,31
94,44,am,22.513009071350098,0.637673240478005,31
95,166,boyd,84.63642811775208,0.7199740324338411,31
96,56,vandessel,58.28622078895569,0.722962553227493,32
97,34,am,18.74624013900757,0.7342281033127023,32
98,200,boyd,87.6355128288269,0.6662750947011631,32
99,76,vandessel,56.856492042541504,0.5887265208383212,33
100,63,am,34.98171782493591,0.644971540462457,33
101,115,boyd,61.3009557723999,0.7088376829776237,33
102,73,vandessel,66.02232718467712,0.6016324103909483,34
103,32,am,15.66770887374878,0.8421084978113527,34
104,117,boyd,63.23597311973572,0.6934638624957756,34
105,33,vandessel,31.53976607322693,0.6743821022857794,35
106,31,am,13.618813037872314,0.7222878639004975,35
107,112,boyd,50.760725021362305,0.6591785636062095,35
108,48,vandessel,47.16158413887024,0.6538354386082901,36
109,32,am,15.991595029830933,0.6735055693232468,36
110,200,boyd,113.64331007003784,0.6078467210995804,36
111,23,vandessel,27.328901052474976,0.7394396805450469,37
112,27,am,14.531418085098267,0.7505409808642014,37
113,200,boyd,113.14229106903076,0.5790907533432623,37
114,91,vandessel,73.52313113212585,0.6171495181067499,38
115,69,am,32.4316840171814,0.6549162273952476,38
116,200,boyd,94.1823718547821,0.6407483833050343,38
117,55,vandessel,51.98851490020752,0.6806190868330901,39
118,43,am,20.66075110435486,0.8094049151034994,39
119,159,boyd,77.41452598571777,0.6729666648881931,39
120,34,vandessel,32.131616830825806,0.7399097640038512,40
121,33,am,17.41192078590393,0.7398358872548911,40
122,187,boyd,121.82960104942322,0.7235253235562595,40
123,84,vandessel,109.02034258842468,0.600761375252862,41
124,20,am,18.047260761260986,0.80771354017714,41
125,200,boyd,136.57219290733337,0.7075654887931719,41
126,56,vandessel,63.57501721382141,0.6958579515412779,42
127,63,am,89.17460894584656,0.6631796326539643,42
128,191,boyd,156.96268391609192,0.6428273596328964,42
129,55,vandessel,74.12352895736694,0.6843414074715,43
130,44,am,31.942634105682373,0.73122575518844,43
131,142,boyd,114.97209095954895,0.6683008889955815,43
132,35,vandessel,87.56516909599304,0.6305703769212698,44
133,31,am,47.77889084815979,0.6400171456167527,44
134,188,boyd,141.5745711326599,0.5967957695013624,44
135,44,vandessel,61.18873190879822,0.7311322284824335,45
136,44,am,35.55573511123657,0.7255487198992796,45
137,164,boyd,129.607421875,0.7383254808129749,45
138,29,vandessel,44.71106672286987,0.6497614749054037,46
139,26,am,20.78216004371643,0.6523079215164671,46
140,200,boyd,162.3164141178131,0.8710535207511754,46
141,31,vandessel,58.23573398590088,0.6727214905036476,47
142,31,am,32.154611110687256,0.7054187398455696,47
143,200,boyd,153.2042019367218,0.7010536252115074,47
144,40,vandessel,60.866559982299805,0.8130360236941101,48
145,33,am,27.647231101989746,0.8555489183925431,48
146,200,boyd,170.99657082557678,0.6856419052484917,48
147,63,vandessel,84.34286212921143,0.573766894429081,49
148,42,am,32.67649722099304,0.5864999019297734,49
149,135,boyd,111.14275979995728,0.6157890372022035,49
